"ano","codprov","codmun","ec","es","nuc","nome","pobtotal","pobhomes","pobmulleres"
"2025","32","045","02","05","00","OUTEIRO, O",15,7,8
"2025","32","045","02","06","00","SAN FIZ",14,9,5
"2025","32","045","02","07","00","SAN MIGUEL",8,6,2
"2025","32","045","02","08","00","TOUZA, A",76,39,37
"2025","32","045","03","01","00","BOLO, O",55,27,28
"2025","32","045","03","02","00","BOUZAS",53,28,25
"2025","32","045","03","03","00","CANEDO",20,12,8
"2025","32","045","03","04","00","CARREIRA, A",28,15,13
"2025","32","045","03","05","00","COSTANZA",29,10,19
"2025","32","045","03","06","00","FAQUÍN",20,12,8
"2025","32","045","03","07","00","GARABÁS",54,26,28
"2025","32","045","03","08","00","EIREXA, A",16,7,9
"2025","32","045","03","09","00","LAMASAÍDA, A",18,9,9
"2025","32","045","03","10","00","MUNDÍN",80,45,35
"2025","32","045","03","11","00","PENA DE ABAIXO, A",2,1,1
"2025","32","045","03","12","00","PENA DE ARRIBA, A",2,0,2
"2025","32","045","03","13","00","REQUEIXO",8,5,3
"2025","32","045","03","14","00","SUEIREXA",11,6,5
"2025","32","045","04","01","00","ALÉN",13,5,8
"2025","32","045","04","02","00","ANSAMONDE",8,5,3
"2025","32","045","04","03","00","BOUZAS",53,26,27
"2025","32","045","04","04","00","ESTÚNIGA",6,3,3
"2025","32","045","04","05","00","LAVANDEIRA",8,3,5
"2025","32","045","04","06","00","LOVADA",27,17,10
"2025","32","045","04","07","00","REGUENGA, A",14,9,5
"2025","32","045","04","08","00","RIBIÑAS",3,1,2
"2025","32","045","04","09","00","TOSCAÑA",5,3,2
"2025","32","045","04","10","00","RIBAS",18,8,10
"2025","32","045","05","01","00","ESPIÑEIROS",9,4,5
"2025","32","045","05","02","00","LOUREDO",52,30,22
"2025","32","045","05","03","00","MANZÓS",17,11,6
"2025","32","045","05","04","00","MARTÍN DE LOUREDO",9,4,5
"2025","32","045","05","05","00","OUTEIRO, O",8,6,2
"2025","32","045","05","06","00","CARREIRA, A",30,16,14
"2025","32","045","05","07","00","RIBADAL",2,1,1
"2025","32","045","05","08","00","SANTE",0,0,0
"2025","32","045","06","01","00","ESTACIÓN",19,9,10
"2025","32","045","06","02","00","FIGUEIREDO",5,2,3
"2025","32","045","06","03","00","MASIDE",747,358,389
"2025","32","045","06","04","00","NEGRELLE",26,11,15
"2025","32","045","07","01","00","PIÑEIRO",32,19,13
"2025","32","045","07","02","00","QUINTÁS, AS",7,4,3
"2025","32","045","07","03","00","SAN BAÍNTO",3,1,2
"2025","32","045","07","04","00","SAN PAIO",39,23,16
"2025","32","045","07","05","00","SOBREIRA",1,0,1
"2025","32","045","08","01","00","CIMA DE VILA",24,12,12
"2025","32","045","08","02","00","MATO, O",26,15,11
"2025","32","045","08","03","00","QUINTÁS, AS",22,11,11
"2025","32","045","09","01","00","BALTEIRO",17,7,10
"2025","32","045","09","02","00","CARBALLEIRA, A",7,3,4
"2025","32","045","09","03","00","PAZO, O",22,11,11
"2025","32","045","09","04","00","POBANZA, A",6,4,2
"2025","32","045","09","05","00","SANTA COMBA",35,15,20
"2025","32","045","09","06","00","TREVOEDO, O",43,18,25
"2025","32","045","09","07","00","CARRASCA, A",12,7,5
"2025","32","046","01","01","00","CIMA DE VILA",12,7,5
"2025","32","046","01","02","00","CORTELLA, A",8,5,3
"2025","32","046","01","03","00","CORUXAL, O",27,8,19
"2025","32","046","01","04","00","COSTA DO CUCO, A",8,5,3
"2025","32","046","01","05","00","HEDREIRA, A",13,6,7
"2025","32","046","01","06","00","FONTE SANTA, A",4,2,2
"2025","32","046","01","07","00","MELÓN",267,132,135
"2025","32","046","01","08","00","MESTAS, AS",6,3,3
"2025","32","046","01","09","00","PENAVAQUEIRA",61,29,32
"2025","32","046","01","10","00","PONTE, A",35,15,20
"2025","32","046","01","11","00","RETIRO, O",6,2,4
"2025","32","046","01","12","00","SEOANE",8,4,4
"2025","32","046","01","13","00","TOURÓN",15,11,4
"2025","32","046","01","14","00","VALMOURISCO",7,4,3
"2025","32","046","02","01","00","BARCIA",68,34,34
"2025","32","046","02","03","00","CODESÁS",47,20,27
"2025","32","046","02","04","00","COVELO",68,38,30
"2025","32","046","02","05","00","IBIA, A",87,44,43
"2025","32","046","02","07","00","MOCES",14,7,7
"2025","32","046","02","08","00","NEGRELLE",17,8,9
"2025","32","046","02","09","00","PORTALAXE",28,12,16
"2025","32","046","02","10","00","PORTODECHÁN",9,4,5
"2025","32","046","02","11","00","QUINS",185,82,103
"2025","32","046","02","13","00","VILAVERDE",51,26,25
"2025","32","046","02","14","00","VIVENZO",28,13,15
"2025","32","047","01","01","00","CAMPELO",5,3,2
"2025","32","047","01","03","00","CORVILLÓN",56,29,27
"2025","32","047","01","04","00","FONTAO",62,36,26
"2025","32","047","01","05","00","FORXÁS DOS MONTES",22,7,15
"2025","32","047","01","08","00","REBOLA, A",5,2,3
"2025","32","047","02","01","00","CASAL",7,2,5
"2025","32","047","02","02","00","ENTRAMBOSRÍOS",49,21,28
"2025","32","047","02","03","00","LAMEIRO QUENTE",3,1,2
"2025","32","047","03","01","00","CABANAS DE ABAIXO",11,7,4
"2025","32","047","03","02","00","CABANAS DE FERRO",2,2,0
"2025","32","047","03","03","00","CABANAS DE LOUREIRO",2,1,1
"2025","32","047","03","04","00","FARAMONTAOS",52,27,25
"2025","32","047","03","05","00","PONTE FECHAS",5,3,2
"2025","32","047","04","03","00","MANCHICA, A",402,199,203
"2025","32","047","04","06","00","SOLBEIRA",88,38,50
"2025","32","047","05","02","00","MATUSIÑOS",23,14,9
"2025","32","047","05","03","00","MERCA, A",193,92,101
"2025","32","047","05","04","00","MEROUZO GRANDE",31,14,17
"2025","32","047","05","05","00","MEROUZO PEQUENO",41,19,22
"2025","32","047","05","07","00","VILABOA",17,6,11
"2025","32","047","05","08","00","VILACHÁ",40,23,17
"2025","32","047","05","09","00","VILAR DE PAIO MUÑIZ",46,24,22
"2025","32","047","06","01","00","ARCAS",0,0,0
"2025","32","047","06","02","00","CAMPO, O",6,5,1
"2025","32","047","06","03","00","COMPOSTELA",4,2,2
"2025","32","047","06","08","00","OUTEIRO, O",10,6,4
"2025","32","047","06","10","00","VAL, O",36,21,15
"2025","32","047","06","11","00","MEZQUITA, A",139,67,72
"2025","32","047","07","01","00","CELEIRÓS",2,1,1
"2025","32","047","08","03","00","MEDORRA, A",7,2,5
"2025","32","047","08","04","00","OLÁS",26,15,11
"2025","32","047","08","05","00","XEN",18,10,8
"2025","32","047","08","06","00","PAZOS DE OLÁS",32,14,18
"2025","32","047","08","07","00","VILARIÑO",16,9,7
"2025","32","047","09","03","00","NIGUEIROÁ",41,25,16
"2025","32","047","09","05","00","PARDERRUBIAS",153,76,77
"2025","32","047","10","01","00","PEREIRA",101,47,54
"2025","32","047","11","04","00","FONTEFRÍA",0,0,0
"2025","32","047","11","08","00","PROENTE",11,4,7
"2025","32","047","11","09","00","RUBILLÓS",23,16,7
"2025","32","047","11","12","00","FROXÁS DAS VIÑAS",98,51,47
"2025","32","047","12","01","00","COVAS DO RÍO",15,9,6
"2025","32","047","12","02","00","SALPURIDO",19,11,8
"2025","32","047","12","03","00","ZARRACÓS",57,32,25
"2025","32","047","12","04","00","PONTE ERMIDA",0,0,0
"2025","32","048","01","01","00","CÁDAVOS",68,40,28
"2025","32","048","02","01","00","CASTROMIL",31,16,15
"2025","32","048","03","01","00","CHAGUAZOSO",110,54,56
"2025","32","048","04","01","00","ESCULQUEIRA, A",43,19,24
"2025","32","048","05","01","00","MANZALVOS",78,39,39
"2025","32","048","06","01","00","MEZQUITA, A",340,173,167
"2025","32","048","07","01","00","PEREIRO, O",130,74,56
"2025","32","048","08","01","00","SANTIGOSO",58,29,29
"2025","32","048","09","02","00","VILAVELLA, A",118,58,60
"2025","32","048","10","01","00","CANDA, A",15,9,6
"2025","32","049","01","01","00","ABELEDOS, OS",7,4,3
"2025","32","049","01","02","00","ALÉN",5,3,2
"2025","32","049","01","03","00","ARNUFE",1,1,0
"2025","32","049","01","04","00","CURRÁS, OS",0,0,0
"2025","32","049","01","05","00","FOLGOSO",2,1,1
"2025","32","049","01","06","00","GORGULLÓN, O",1,1,0
"2025","32","049","01","07","00","PENAS, AS",3,2,1
"2025","32","049","02","01","00","ABELEDOS, OS",1,1,0
"2025","32","049","02","02","00","CADAVAL",1,1,0
"2025","32","049","02","03","00","CASARDANSOLA",4,2,2
"2025","32","049","02","04","00","CASAR DO MATO",6,2,4
"2025","32","049","02","05","00","COVAS",6,3,3
"2025","32","049","02","06","00","PEREDO, O",3,2,1
"2025","32","049","02","07","00","VIDALÉN",3,2,1
"2025","32","049","02","08","00","VIGUEIRA DE ARRIBA",16,8,8
"2025","32","049","02","09","00","VILLETA, A",6,3,3
"2025","32","049","03","01","00","CACHARREQUILLE",14,9,5
"2025","32","049","03","02","00","CORDELLE DE ABAIXO",3,2,1
"2025","32","049","03","03","00","CURRÁS, OS",8,3,5
"2025","32","049","03","04","00","CHÁS, AS",0,0,0
"2025","32","049","03","05","00","LAXE, A",0,0,0
"2025","32","049","03","06","00","MEDÓN, O",6,3,3
"2025","32","049","03","07","00","RATOEIRAS, AS",4,2,2
"2025","32","049","03","08","00","RETORTA, A",13,7,6
"2025","32","049","04","01","00","FERRERÍA, A",0,0,0
"2025","32","049","04","02","00","FONTEDOSO",5,3,2
"2025","32","049","04","03","00","GABÍN",7,3,4
"2025","32","049","04","04","00","MAZAIRA",10,5,5
"2025","32","049","04","05","00","MOGAÍNZA, A",1,1,0
"2025","32","049","04","06","00","PEREIRAS, AS",2,2,0
"2025","32","049","04","07","00","TEIXEDO, O",0,0,0
"2025","32","049","04","08","00","TOUZAL",4,3,1
"2025","32","049","04","09","00","VALDARIAS",10,7,3
"2025","32","049","04","10","00","VILANOVA",9,5,4
"2025","32","049","05","01","00","ACEVEDO, O",0,0,0
"2025","32","049","05","02","00","CIMADEVILA",3,1,2
"2025","32","049","05","03","00","CORRAÍNZAS, AS",16,10,6
"2025","32","049","05","04","00","FERVENZA, A",0,0,0
"2025","32","049","05","05","00","LAMELAS, AS",7,2,5
"2025","32","049","05","06","00","OUTEIRO, O",8,3,5
"2025","32","049","05","07","00","PEREIROS, OS",4,4,0
"2025","32","049","05","08","00","REGUEIRO, O",5,3,2
"2025","32","049","05","09","00","REIXA",0,0,0
"2025","32","049","05","10","00","SAN PAIO DO CARBALLAL",7,5,2
"2025","32","049","05","11","00","VALDERRIQUE",9,5,4
"2025","32","049","06","01","00","ALENZA, A",4,3,1
"2025","32","049","06","02","00","BUSTELOS",7,4,3
"2025","32","049","06","03","00","CARABELOS",2,1,1
"2025","32","049","06","04","00","MEDORRA, A",4,3,1
"2025","32","049","06","05","00","SANTIAGO DA MEDORRA",20,11,9
"2025","32","049","07","01","00","CASCARBALLO",5,2,3
"2025","32","049","07","02","00","CEPADA, A",4,2,2
"2025","32","049","07","03","00","XESTOSA, A",8,5,3
"2025","32","049","07","05","00","LAMA, A",6,3,3
"2025","32","049","07","08","00","VERDUCEDO",23,11,12
"2025","32","049","07","09","00","VILA PEQUENA, A",10,6,4
"2025","32","049","07","10","00","VILOXE",5,2,3
"2025","32","049","08","01","00","FERRÓN",6,4,2
"2025","32","049","08","02","00","MOÁS",8,6,2
"2025","32","049","08","03","00","NOGUEIRA",5,2,3
"2025","32","049","08","04","00","RETORTA, A",3,0,3
"2025","32","049","08","05","00","VIGUEIRA DE ABAIXO",9,4,5
"2025","32","049","09","01","00","LAZA",4,3,1
"2025","32","049","09","02","00","PAREDES",16,10,6
"2025","32","049","09","03","00","SABÍN",5,3,2
"2025","32","049","09","04","00","SUSPIAZO",9,7,2
"2025","32","049","09","05","00","VEREDO",4,2,2
"2025","32","049","10","01","00","CASTIÑEIRAS, AS",1,1,0
"2025","32","049","10","02","00","LAMAS, AS",1,1,0
"2025","32","049","10","03","00","MIOTEIRA, A",11,5,6
"2025","32","049","10","04","00","REGUENGA, A",5,1,4
"2025","32","049","10","05","00","SAS DO MONTE",5,3,2
"2025","32","049","10","06","00","VEIGA, A",10,4,6
"2025","32","049","11","01","00","CASETA DE SEOANE, A",3,1,2
"2025","32","049","11","02","00","CASTIÑEIRA DE SEOANE, A",9,6,3
"2025","32","049","11","03","00","GRAÑA DE SEOANE, A",10,7,3
"2025","32","049","11","04","00","LEBOREIRO",9,5,4
"2025","32","049","11","05","00","PRADUCELOS",5,2,3
"2025","32","049","12","01","00","POULAS, AS",0,0,0
"2025","32","049","12","02","00","VILARIÑO FRÍO",47,22,25
"2025","32","049","12","03","00","VILARIÑO PEQUENO",4,2,2
"2025","32","049","13","01","00","GRAÑA, A",5,2,3
"2025","32","049","13","02","00","MONTEDERRAMO",135,65,70
"2025","32","049","13","03","00","SANFITOIRO",12,7,5
"2025","32","050","01","01","00","ALBARELLOS",434,219,215
"2025","32","050","02","01","00","ESTEVESIÑOS",93,54,39
"2025","32","050","02","02","00","MIXÓS",78,37,41
"2025","32","050","03","01","00","CARIDADE, A",51,27,24
"2025","32","050","03","02","00","FLARIZ",121,63,58
"2025","32","050","03","03","00","SANDÍN",93,51,42
"2025","32","050","04","01","00","GUIMAREI",131,74,57
"2025","32","050","04","02","00","INFESTA",72,36,36
"2025","32","050","05","01","00","MADALENA, A",134,73,61
"2025","32","050","06","01","00","MEDEIROS",287,132,155
"2025","32","050","07","01","00","MONTERREI",5,3,2
"2025","32","050","07","02","00","POUSA, A",73,39,34
"2025","32","050","08","01","00","PARADIÑA",0,0,0
"2025","32","050","09","01","00","SAN CRISTOVO",108,59,49
"2025","32","050","10","01","00","VENCES",226,113,113
"2025","32","050","11","01","00","SALGUEIRA, A",67,34,33
"2025","32","050","11","02","00","VILAZA",442,214,228
"2025","32","051","01","01","00","ABELLEIRA, A",52,25,27
"2025","32","051","01","04","00","PAZOS",17,9,8
"2025","32","051","01","07","00","SEOANE DE TABOADELA",9,3,6
"2025","32","051","01","08","00","TABOADELA",29,16,13
"2025","32","051","01","10","00","BARRIO DE BARXÉS, O",169,87,82
"2025","32","051","02","01","00","BARRIO",21,10,11
"2025","32","051","02","02","00","CADOS",34,20,14
"2025","32","051","02","03","00","PIÑOI",17,11,6
"2025","32","051","02","04","00","SAN MIGUEL",3,1,2
"2025","32","051","03","01","00","CALVELO",9,2,7
"2025","32","051","03","02","00","CERDEDO",29,17,12
"2025","32","051","03","03","00","COUSO DE SALAS",23,11,12
"2025","32","051","03","04","00","POUSA, A",20,7,13
"2025","32","051","03","05","00","REGUEGO, O",0,0,0
"2025","32","051","04","01","00","FARNADEIROS",33,16,17
"2025","32","051","04","02","00","SOUTELO",25,10,15
"2025","32","051","05","01","00","XERMEADE",78,38,40
"2025","32","051","06","01","00","MAUS, AS",41,24,17
"2025","32","051","07","01","00","AGRELO, O",7,3,4
"2025","32","051","07","02","00","MUGUEIMES",231,104,127
"2025","32","051","07","03","00","MUÍÑOS",46,23,23
"2025","32","051","07","04","00","PICÓS",2,1,1
"2025","32","051","07","05","00","RAÑADOIRO",58,31,27
"2025","32","051","08","01","00","PARADA DE VENTOSA",58,33,25
"2025","32","051","08","02","00","PAZÓ",24,11,13
"2025","32","051","09","01","00","PORQUEIRÓS",65,30,35
"2025","32","051","10","01","00","ALBITE",20,12,8
"2025","32","051","10","02","00","PRADO",60,37,23
"2025","32","051","10","03","00","REPARADE",15,10,5
"2025","32","051","11","01","00","GUNTUMIL",90,40,50
"2025","32","051","11","02","00","REQUIÁS",60,31,29
"2025","32","051","12","01","00","GÜIMIL",8,4,4
"2025","32","051","12","02","00","VILAR DE CAS",27,15,12
"2025","32","052","01","01","00","ARMARIZ",128,71,57
"2025","32","052","01","03","00","COVELO, O",2,1,1
"2025","32","052","01","08","00","VALDOASNO",8,5,3
"2025","32","052","01","10","00","VER DE FONDO",25,11,14
"2025","32","052","02","01","00","CIMADEVILA",27,12,15
"2025","32","052","02","04","00","NIGUEIROÁ",7,4,3
"2025","32","052","02","06","00","SACEDA",20,8,12
"2025","32","052","02","07","00","TOXEDO, O",14,7,7
"2025","32","052","02","08","00","VAL DO PEREIRO",18,7,11
"2025","32","052","02","09","00","SAN MIGUEL DO CAMPO",219,112,107
"2025","32","052","03","01","00","ALMORFE",27,12,15
"2025","32","052","03","02","00","BARXELA, A",4,4,0
"2025","32","052","03","03","00","BUZAXE, A",7,2,5
"2025","32","052","03","04","00","CARBALLEIRA, A",22,14,8
"2025","32","052","03","06","00","CASDECIDE",14,8,6
"2025","32","052","03","11","00","PENA, A",1,1,0
"2025","32","052","03","12","00","POUSADA",1,0,1
"2025","32","052","03","13","00","SAN VICENTE",7,4,3
"2025","32","052","03","14","00","SANTA XUSTA",6,3,3
"2025","32","052","03","15","00","SEARA DO RÍO, A",1,1,0
"2025","32","052","03","16","00","SOUTO DO CHAO",1,1,0
"2025","32","052","03","17","00","VAL, O",6,4,2
"2025","32","052","03","18","00","VILANOVA",9,6,3
"2025","32","052","03","19","00","ZUMENTO",0,0,0
"2025","32","052","04","03","00","CERREDA",88,40,48
"2025","32","052","04","04","00","VILOUXE",17,11,6
"2025","32","052","05","03","00","EIRADELA",43,23,20
"2025","32","052","05","04","00","MONTECELO",18,8,10
"2025","32","052","05","08","00","SANTA SEGÜÍÑA",13,5,8
"2025","32","052","05","09","00","FARAMONTAOS",97,49,48
"2025","32","052","06","03","00","RAPOSAS, AS",3,3,0
"2025","32","052","06","04","00","REQUEIXO",6,4,2
"2025","32","052","06","07","00","LOÑA DO MONTE",103,56,47
"2025","32","052","07","01","00","ALCOUCE, O",38,22,16
"2025","32","052","07","02","00","CINSEIRO",27,14,13
"2025","32","052","07","04","00","FISCAL",6,3,3
"2025","32","052","07","05","00","MONTEVERDE",23,12,11
"2025","32","052","07","07","00","SOBRADO",8,5,3
"2025","32","052","07","08","00","VILASUXÁ",20,13,7
"2025","32","052","08","02","00","FONTEFRÍA",11,8,3
"2025","32","052","08","03","00","LAMA FORCADA",3,2,1
"2025","32","052","08","04","00","LIÑARES",20,10,10
"2025","32","052","08","06","00","NOGUEIRA",28,18,10
"2025","32","052","08","07","00","PACIOS",30,14,16
"2025","32","052","09","01","00","ACEVEDO",0,0,0
"2025","32","052","09","03","00","PARADELA",5,3,2
"2025","32","052","09","04","00","POMBAR",20,10,10
"2025","32","052","09","05","00","SANTO ESTEVO DE RIBAS DE SIL",30,17,13
"2025","32","052","09","06","00","BIDUEDO",8,2,6
"2025","32","052","10","01","00","CORTECADELA",3,3,0
"2025","32","052","10","02","00","ESPARTEDO",2,1,1
"2025","32","052","10","05","00","RUBIACÓS",42,20,22
"2025","32","052","10","06","00","SANTA CRUZ",19,7,12
"2025","32","052","11","02","00","PARADA SECA",4,1,3
"2025","32","052","11","04","00","VILAR",32,13,19
"2025","32","052","11","05","00","VILAR DE CERREDA",114,63,51
"2025","32","052","12","01","00","BORRAXOS",6,3,3
"2025","32","052","12","02","00","CASANOVA",6,3,3
"2025","32","052","12","03","00","FERREIRÚA, A",18,9,9
"2025","32","052","12","04","00","FORRAQUEIRA, A",0,0,0
"2025","32","052","12","06","00","PENA DO CHAO",8,5,3
"2025","32","052","12","07","00","PENALBA",19,11,8
"2025","32","052","12","08","00","PEREIRA, A",5,3,2
"2025","32","052","12","09","00","RAMUÍN",1,1,0
"2025","32","052","12","12","00","VIÑOÁS",34,17,17
"2025","32","052","12","13","00","COITELO, O",8,4,4
"2025","32","052","13","01","00","FONTES",2,1,1
"2025","32","052","13","02","00","LUÍNTRA",477,238,239
"2025","32","052","13","03","00","MUNDÍN",22,5,17
"2025","32","052","13","04","00","SEARA DE ARRIBA, A",8,4,4
"2025","32","052","13","05","00","BALDOMAR",1,1,0
"2025","32","053","01","01","00","BOUSÉS",161,94,67
"2025","32","053","02","01","00","CHÁS, AS",90,46,44
"2025","32","053","03","01","00","CASAS DOS MONTES, AS",115,58,57
"2025","32","053","03","02","00","GRANXA, A",56,30,26
"2025","32","053","04","01","00","OÍMBRA",392,213,179
"2025","32","053","04","02","00","ROSAL, O",203,111,92
"2025","32","053","05","01","00","RABAL",130,76,54
"2025","32","053","05","02","00","TERRÓN, O",54,29,25
"2025","32","053","06","01","00","SAN CIBRAO",302,169,133
"2025","32","053","07","01","00","ESPIÑO",76,44,32
"2025","32","053","07","02","00","VIDEFERRE",102,53,49
"2025","32","054","00","01","00","OURENSE",98897,44715,54182
"2025","32","054","01","02","00","ALÉN",11,4,7
"2025","32","054","01","04","00","ARRABALDO",16,8,8
"2025","32","054","01","05","00","CALVELOS",44,4,40
"2025","32","054","01","06","00","CAMPOS, OS",48,22,26
"2025","32","054","01","08","00","CASAR DO MATO",38,20,18
"2025","32","054","01","10","00","CIRRO, O",3,1,2
"2025","32","054","01","15","00","GRANXA, A",97,51,46
"2025","32","054","01","22","00","PORTA DO PRADO, A",11,6,5
"2025","32","054","01","23","00","SISTÍS",21,11,10
"2025","32","054","01","27","00","BELEIROS, OS",14,8,6
"2025","32","054","01","29","00","SOUTO DO RÍO, O",28,15,13
"2025","32","054","01","30","00","CUQUEIRA, A",4,2,2
"2025","32","054","01","32","00","GARDUÑEIRA, A",0,0,0
"2025","32","054","01","33","00","GRELA, A",21,8,13
"2025","32","054","01","35","00","PONTE DO VAL, A",23,12,11
"2025","32","054","01","37","00","RAMIRÁS",89,42,47
"2025","32","054","01","39","00","SANTA CRUZ",201,85,116
"2025","32","054","02","01","00","BEIRO",109,53,56
"2025","32","054","02","02","00","CAVEANCA-TUREI, A",96,44,52
"2025","32","054","02","05","00","MADROSENDE",48,21,27
"2025","32","054","02","06","00","REGOALDE",43,21,22
"2025","32","054","04","02","00","ABELEDA, A",40,20,20
"2025","32","054","04","05","00","CASTRO DE BEIRO, O",140,68,72
"2025","32","054","04","09","00","NOGUEIRA",7,4,3
"2025","32","054","04","10","00","PAZOS",15,9,6
"2025","32","054","04","11","00","VILARIÑO",20,11,9
"2025","32","054","05","01","00","CARROLEIRO, O",24,9,15
"2025","32","054","05","02","00","CEBOLIÑO",112,53,59
"2025","32","054","05","03","00","MESÓN, O",68,30,38
"2025","32","054","06","01","00","BARXAS, AS",56,24,32
"2025","32","054","06","04","00","COSTA, A",3,2,1
"2025","32","054","06","06","00","CUDEIRO",370,157,213
"2025","32","054","06","07","00","GRANXA, A",82,46,36
"2025","32","054","06","09","00","REGA, A",8,4,4
"2025","32","054","06","13","00","VISO, O",60,24,36
"2025","32","054","06","14","00","VAL DO REGUEIRO",181,90,91
"2025","32","054","06","15","00","BARXELAS, AS",0,0,0
"2025","32","054","06","17","00","COSTOIRA",12,6,6
"2025","32","054","06","19","00","SOUTO DE REI",1,0,1
"2025","32","054","06","20","00","COIÑÁS, OS",108,52,56
"2025","32","054","07","01","00","SANTA MARIÑA DO MONTE",174,86,88
"2025","32","054","07","02","00","COTORIÑO",18,9,9
"2025","32","054","08","01","00","GRANXA, A",104,50,54
"2025","32","054","11","02","00","BURATA, A",4,2,2
"2025","32","054","11","04","00","CONCHADA, A",6,1,5
"2025","32","054","11","05","00","OUTEIRO-ANAIGO-A LAMA, O",52,21,31
"2025","32","054","11","06","00","NAVES",50,26,24
"2025","32","054","11","08","00","PALMÉS",40,21,19
"2025","32","054","11","09","00","PEREIRO, O",29,12,17
"2025","32","054","11","10","00","PRADOBÓ",14,7,7
"2025","32","054","11","12","00","SACEDA",23,13,10
"2025","32","054","11","13","00","BURGO, O",26,9,17
"2025","32","054","11","14","00","CAMPO NOVO",6,3,3
"2025","32","054","12","01","00","RAIRO",475,226,249
"2025","32","054","13","01","00","ESTRADA DE REZA, A",107,54,53
"2025","32","054","13","02","00","REZA",100,46,54
"2025","32","054","13","03","00","CASAGRANDE",15,7,8
"2025","32","054","13","04","00","FONTE, A",30,16,14
"2025","32","054","13","05","00","GRANXA, A",49,25,24
"2025","32","054","14","01","00","BEMPOSTA",31,24,7
"2025","32","054","14","03","00","CURUXEIRAS, AS",124,51,73
"2025","32","054","14","04","00","SEIXALBO",850,423,427
"2025","32","054","14","06","00","TENENCIA DE ZAÍN",15,7,8
"2025","32","054","14","07","00","ZAÍN",72,33,39
"2025","32","054","16","01","00","FECHOS",16,8,8
"2025","32","054","17","09","00","UNTES",189,82,107
"2025","32","054","17","10","00","BARRIO",66,33,33
"2025","32","054","18","02","00","CANGOS",19,9,10
"2025","32","054","18","03","00","CASIXOVA",60,30,30
"2025","32","054","18","04","00","CAZALIGO",32,17,15
"2025","32","054","18","06","00","LAGAR, O",25,13,12
"2025","32","054","18","07","00","OUTEIRO, O",19,8,11
"2025","32","054","18","09","00","PEDRA, A",26,10,16
"2025","32","054","18","10","00","POUSA, A",18,10,8
"2025","32","054","18","11","00","VELLE",325,146,179
"2025","32","054","18","12","00","QUINTELA DE VELLE",42,16,26
"2025","32","054","18","13","00","REGOUFE",96,46,50
"2025","32","054","18","14","00","ROXOMILO",25,12,13
"2025","32","054","18","15","00","SAN MAMEDE",9,3,6
"2025","32","054","18","16","00","SENRA, A",39,18,21
"2025","32","054","19","01","00","BOUZA, A",47,25,22
"2025","32","054","19","03","00","LAGAR, O",53,18,35
"2025","32","054","19","04","00","LUDEIRÓS",1,0,1
"2025","32","054","19","05","00","LUGAR DO MONTE",29,12,17
"2025","32","054","19","06","00","PARADELA",43,24,19
"2025","32","054","19","07","00","SARTÉDIGOS",58,26,32
"2025","32","054","19","08","00","ASTRÉS",60,28,32
"2025","32","054","19","09","00","VALDOLIDE",16,7,9
"2025","32","054","19","10","00","VILAR DE ASTRÉS",118,61,57
"2025","32","054","20","01","00","ERBEDELO",54,26,28
"2025","32","054","20","02","00","GRANXA, A",73,33,40
"2025","32","054","22","01","00","CACHAXÚAS",23,11,12
"2025","32","054","22","02","00","CAPELA, A",7,3,4
"2025","32","054","22","03","00","CASAGRANDE",19,9,10
"2025","32","054","22","04","00","EIRASVEDRAS",95,46,49
"2025","32","054","22","05","00","FONTELO",6,1,5
"2025","32","054","22","06","00","EIREXA, A",40,17,23
"2025","32","054","22","07","00","OUTARIZ",26,13,13
"2025","32","054","22","08","00","PORTO",36,19,17
"2025","32","054","22","09","00","QUINTELA",141,74,67
"2025","32","054","22","10","00","REQUEIXO",11,6,5
"2025","32","054","22","11","00","SEOANE",29,12,17
"2025","32","054","22","13","00","VILANOVA",35,12,23
"2025","32","055","01","03","00","CANTOÑA",70,32,38
"2025","32","055","01","04","00","BEIRADA, A",11,5,6
"2025","32","055","02","01","00","COSTA, A",29,18,11
"2025","32","055","02","02","00","COUCIEIRO",15,9,6
"2025","32","055","02","04","00","MOREDO, O",6,3,3
"2025","32","055","02","05","00","NETA, A",2,2,0
"2025","32","055","02","06","00","OUSENDE",39,19,20
"2025","32","055","02","07","00","POUSADA, A",5,1,4
"2025","32","055","02","08","00","BAAMONDE",9,6,3
"2025","32","055","02","09","00","PENELAS",52,24,28
"2025","32","055","03","01","00","FIGUEIREDO",141,70,71
"2025","32","055","04","01","00","CAXAMONDE",23,17,6
"2025","32","055","04","02","00","CASCARREIRA",9,3,6
"2025","32","055","04","03","00","LAMAS",2,1,1
"2025","32","055","04","04","00","NEBOEIRO",19,11,8
"2025","32","055","04","05","00","PAISEO, O",10,5,5
"2025","32","055","04","06","00","PAZO, O",33,18,15
"2025","32","055","04","07","00","RIOSECO",48,27,21
"2025","32","055","04","08","00","TABOADELA",15,8,7
"2025","32","055","04","09","00","TORRE, A",22,11,11
"2025","32","055","04","10","00","VILAR",14,7,7
"2025","32","055","04","11","00","VILAVERDE",6,3,3
"2025","32","055","05","01","00","BATOCA, A",1,1,0
"2025","32","055","05","02","00","GOLPELLÁS",68,34,34
"2025","32","055","06","01","00","EIRAVEDRA",19,11,8
"2025","32","055","06","02","00","MOÁS",9,7,2
"2025","32","055","06","03","00","SAN SALVADOR DE MOURISCO",34,20,14
